CaseID,ActivityID,CompleteTimestamp
42,1_5,2011-06-16 20:23:39
42,8_5,2011-06-16 20:51:05
42,6_0,2011-06-16 21:39:51
43,1_5,2012-04-10 16:56:32
43,8_5,2012-04-10 17:27:27
43,6_0,2012-04-10 18:53:28
44,1_4,2010-11-30 01:09:19
44,8_2,2010-11-30 01:19:59
44,6_0,2010-11-30 01:20:51
45,1_9,2012-01-20 23:08:14
45,8_10,2012-01-25 20:46:19
45,6_0,2012-03-02 19:40:59
47,1_3,2011-05-25 17:48:18
47,8_9,2011-05-25 17:48:43
47,6_0,2011-05-30 23:04:34
48,3_10,2010-12-01 22:42:59
48,1_1,2010-12-02 23:07:33
48,8_2,2010-12-02 23:07:41
48,6_0,2010-12-02 23:08:33
49,1_4,2011-11-25 23:33:54
49,8_8,2011-11-25 23:47:48
49,9_4,2011-11-29 23:47:35
49,6_0,2011-12-03 01:25:57
50,1_4,2012-01-16 19:53:01
50,8_6,2012-01-16 19:59:51
50,6_10,2012-01-17 01:37:54
50,6_0,2012-01-17 01:37:55
51,1_6,2012-06-13 21:55:36
51,8_7,2012-06-14 15:07:06
51,9_9,2012-06-15 15:16:27
51,6_0,2012-07-02 17:41:04
52,1_1,2012-07-26 23:18:26
52,8_7,2012-07-26 23:18:35
52,6_0,2012-07-27 18:46:28
53,1_7,2010-10-14 21:53:13
53,8_10,2010-10-15 21:02:36
53,9_3,2010-10-28 23:12:55
53,9_3,2010-10-28 23:12:55
53,8_9,2010-10-29 21:42:01
53,6_0,2010-11-04 17:48:12
55,1_9,2011-10-26 23:51:42
55,8_9,2011-11-01 00:19:03
55,9_8,2011-11-07 17:44:52
55,6_0,2011-11-21 17:21:23
56,1_3,2012-01-30 20:32:58
56,6_0,2012-01-30 20:33:23
57,1_9,2010-10-29 17:39:23
57,8_4,2010-11-02 23:56:13
57,6_0,2010-11-03 00:39:05
59,1_1,2012-03-28 20:28:37
59,8_6,2012-03-28 20:28:47
59,6_0,2012-03-28 23:32:57
59,6_0,2012-03-28 23:32:57
60,1_2,2011-04-06 23:35:49
60,8_7,2011-04-06 23:36:04
60,9_6,2011-04-07 23:41:23
60,8_1,2011-04-13 16:49:14
60,6_0,2011-04-13 16:49:22
61,1_4,2011-09-16 15:04:39
61,8_6,2011-09-16 15:18:12
61,6_0,2011-09-16 23:04:46
62,1_4,2012-05-28 23:16:47
62,6_0,2012-05-28 23:18:27
64,1_2,2011-04-14 23:54:28
64,1_7,2011-04-14 23:54:46
64,9_8,2011-04-15 18:41:19
64,8_1,2011-04-27 18:30:04
64,9_7,2011-04-27 18:30:13
64,8_2,2011-05-06 17:42:13
64,6_0,2011-05-06 17:42:28
66,1_3,2012-06-26 16:46:53
66,8_6,2012-06-26 16:47:39
66,6_0,2012-06-26 21:05:58
67,1_10,2010-12-31 00:03:15
67,8_8,2011-01-11 17:40:08
67,6_0,2011-01-13 20:45:18
68,1_2,2012-04-11 22:09:22
68,8_7,2012-04-11 22:09:45
68,6_0,2012-04-12 18:31:37
70,1_2,2011-06-07 15:34:53
70,8_10,2011-06-07 15:35:14
70,9_5,2011-07-08 16:44:58
70,6_0,2011-07-12 15:00:36
71,1_3,2011-11-02 17:20:14
71,8_5,2011-11-02 17:20:41
71,6_0,2011-11-02 18:49:41
72,1_3,2011-01-25 22:15:31
72,8_10,2011-01-25 22:15:58
72,6_0,2011-02-14 20:48:42
73,1_3,2012-07-31 19:01:15
73,6_0,2012-07-31 19:02:02
74,6_0,2012-02-10 20:42:26
75,1_10,2010-03-12 00:15:54
75,1_1,2010-04-23 15:44:51
75,8_1,2010-04-23 15:44:59
75,6_0,2010-04-23 15:45:04
76,1_5,2012-01-11 00:01:36
76,6_0,2012-01-11 00:58:08
78,1_4,2011-11-08 18:18:10
78,8_10,2011-11-08 18:22:35
78,6_0,2011-12-06 01:33:12
80,1_7,2012-08-02 17:22:58
80,8_9,2012-08-03 20:12:15
80,6_0,2012-08-10 18:13:48
81,1_4,2010-02-09 17:31:47
81,8_2,2010-02-09 17:35:12
81,9_1,2010-02-09 17:35:26
81,9_7,2010-02-09 17:36:27
81,8_2,2010-02-19 17:31:40
81,6_0,2010-02-19 17:32:00
84,1_2,2010-12-10 18:15:54
84,8_2,2010-12-10 18:16:17
84,6_0,2010-12-10 18:16:34
85,1_4,2011-02-25 02:01:50
85,8_9,2011-02-25 02:03:45
85,6_0,2011-03-04 19:02:13
86,1_8,2012-06-13 00:12:48
86,8_5,2012-06-15 15:27:33
86,9_4,2012-06-15 18:00:52
86,6_0,2012-06-18 17:42:02
87,1_8,2011-11-14 23:35:55
87,8_2,2011-11-18 01:58:30
87,9_7,2011-11-18 01:59:03
87,6_10,2011-11-25 18:30:07
87,8_3,2011-11-28 22:50:35
87,9_7,2011-11-28 22:59:00
87,6_0,2011-12-07 22:41:18
88,1_6,2010-09-24 15:57:49
88,1_3,2010-09-24 21:43:51
88,9_7,2010-09-24 21:44:52
88,8_2,2010-10-04 18:48:54
88,6_0,2010-10-04 18:49:08
90,1_7,2010-03-16 16:59:03
90,8_5,2010-03-17 18:02:03
90,6_0,2010-03-17 18:49:51
91,1_3,2011-05-24 20:51:35
91,8_5,2011-05-24 20:52:07
91,6_0,2011-05-24 21:36:11
92,1_1,2010-03-09 19:09:33
92,8_9,2010-03-09 19:09:44
92,6_0,2010-03-18 18:27:56
93,1_9,2012-07-25 15:02:54
93,8_8,2012-07-30 17:39:04
93,6_0,2012-08-02 23:14:07
94,1_1,2012-02-08 17:33:56
94,8_2,2012-02-08 17:34:08
94,6_0,2012-02-08 17:34:34
95,1_8,2011-09-26 18:27:14
95,8_6,2011-09-29 21:54:32
95,6_0,2011-09-30 17:09:23
96,1_6,2012-02-28 01:31:32
96,8_7,2012-02-28 17:52:59
96,6_10,2012-02-29 17:25:13
96,6_0,2012-02-29 17:25:14
98,1_4,2012-07-05 20:16:51
98,8_8,2012-07-05 20:20:39
98,6_0,2012-07-09 21:21:24
99,1_3,2011-05-11 18:16:32
99,8_9,2011-05-11 18:17:55
99,6_0,2011-05-16 16:33:29
101,3_7,2010-06-18 21:47:15
101,1_10,2010-06-18 22:18:15
101,8_5,2010-06-29 15:35:47
101,6_0,2010-06-29 16:33:07
102,1_3,2012-01-30 18:09:29
102,8_7,2012-01-30 18:09:57
102,6_0,2012-01-31 17:12:06
103,1_5,2010-06-07 15:30:54
103,1_6,2010-06-07 15:49:10
103,8_6,2010-06-07 23:16:44
103,9_3,2010-06-08 18:37:29
103,8_2,2010-06-09 15:18:05
103,2_5,2010-06-09 15:18:28
103,6_0,2010-06-16 17:23:07
104,1_5,2011-01-27 17:34:59
104,8_3,2011-01-27 18:32:40
104,6_0,2011-01-27 18:34:24
108,1_10,2011-01-12 20:28:16
108,8_7,2011-01-24 18:21:26
108,6_0,2011-01-26 17:12:39
109,1_8,2010-09-24 23:35:31
109,8_7,2010-09-27 17:11:48
109,9_10,2010-09-28 16:31:41
109,8_2,2010-11-08 18:33:36
109,6_0,2010-11-08 18:33:57
110,1_4,2010-12-16 18:33:24
110,8_6,2010-12-16 18:40:25
110,6_0,2010-12-17 00:52:50
111,1_5,2010-06-29 22:00:48
111,8_6,2010-06-29 23:16:26
111,6_10,2010-06-30 16:05:04
111,8_6,2010-06-30 22:19:00
111,9_3,2010-07-01 17:00:03
111,8_3,2010-07-02 22:07:18
111,6_0,2010-07-02 22:08:52
112,1_8,2011-10-06 15:50:55
112,8_9,2011-10-07 22:03:47
112,6_0,2011-10-14 22:44:32
113,3_None,2010-05-06 23:51:48
113,1_7,2010-05-24 18:23:15
113,8_4,2010-05-25 21:48:24
113,6_0,2010-05-25 22:11:28
116,1_3,2011-04-08 21:02:03
116,8_3,2011-04-08 21:02:38
116,6_0,2011-04-08 21:07:10
117,1_7,2012-07-19 18:59:25
117,8_6,2012-07-20 16:49:34
117,6_0,2012-07-20 22:44:15
118,1_2,2011-03-07 20:02:24
118,8_5,2011-03-07 20:02:41
118,6_0,2011-03-07 22:14:21
119,1_5,2011-12-05 23:22:17
119,8_9,2011-12-05 23:58:56
119,6_0,2011-12-13 18:22:04
120,1_10,2012-04-24 22:07:03
120,8_5,2012-05-08 18:53:06
120,9_1,2012-05-08 20:31:30
120,6_0,2012-05-08 22:04:27
121,1_5,2011-02-09 22:28:58
121,8_2,2011-02-09 23:21:02
121,6_0,2011-02-09 23:21:46
122,1_7,2011-02-15 00:23:08
122,8_4,2011-02-15 20:17:46
122,6_0,2011-02-15 20:52:47
123,1_3,2011-05-06 15:33:07
123,8_6,2011-05-06 15:33:39
123,9_6,2011-05-06 20:55:50
123,8_1,2011-05-12 21:45:43
123,6_0,2011-05-12 21:45:54
124,1_6,2012-06-07 23:31:32
124,8_1,2012-06-08 14:47:21
124,6_0,2012-06-08 14:47:30
125,1_3,2010-08-19 17:48:49
125,8_4,2010-08-19 17:49:49
125,9_10,2010-08-19 18:07:15
125,8_4,2010-09-13 16:15:21
125,6_0,2010-09-13 16:49:39
126,1_10,2012-07-25 23:34:31
126,1_5,2012-08-27 21:28:50
126,6_0,2012-08-27 22:18:05
127,1_1,2010-03-12 18:28:49
127,8_3,2010-03-12 18:29:00
127,6_0,2010-03-12 18:37:27
128,1_5,2011-11-28 17:10:27
128,6_0,2011-11-28 18:46:59
128,6_0,2011-11-28 18:46:59
130,3_5,2010-04-08 16:58:03
130,1_1,2010-04-08 17:01:05
130,8_1,2010-04-08 17:01:11
130,6_0,2010-04-08 17:01:19
132,1_5,2012-06-21 20:50:46
132,8_5,2012-06-21 21:30:02
132,9_5,2012-06-21 22:32:08
132,6_0,2012-06-25 20:03:33
133,1_5,2011-01-26 20:24:58
133,1_1,2011-01-26 20:59:56
133,8_8,2011-01-26 21:00:03
133,6_0,2011-01-28 23:29:17
134,1_4,2011-04-19 22:42:45
134,8_2,2011-04-19 22:45:25
134,6_0,2011-04-19 22:45:42
135,1_2,2011-02-08 20:57:41
135,8_7,2011-02-08 20:58:01
135,9_5,2011-02-10 17:27:30
135,8_3,2011-02-14 21:01:11
135,6_10,2011-02-14 21:02:59
135,8_6,2011-03-03 18:46:37
135,6_0,2011-03-03 23:05:29
136,1_7,2012-06-06 22:48:56
136,8_6,2012-06-07 20:19:44
136,6_0,2012-06-08 15:13:29
137,1_9,2011-08-05 21:00:13
137,8_7,2011-08-11 18:30:47
137,9_6,2011-08-12 21:42:55
137,6_0,2011-08-19 20:25:37
138,1_1,2012-03-02 18:13:46
138,8_4,2012-03-02 18:13:56
138,6_0,2012-03-02 18:34:03
139,1_5,2010-04-19 15:44:31
139,8_4,2010-04-19 17:15:20
139,6_0,2010-04-19 17:26:05
141,1_3,2011-01-12 19:39:32
141,8_4,2011-01-12 19:39:56
141,9_1,2011-01-12 19:50:26
141,8_4,2011-01-12 20:07:51
141,9_8,2011-01-12 20:34:34
141,8_2,2011-01-26 18:25:14
141,6_0,2011-01-26 18:26:04
142,1_7,2012-03-07 20:00:05
142,8_7,2012-03-08 22:53:36
142,6_0,2012-03-09 23:48:25
146,1_4,2010-10-05 22:55:27
146,8_2,2010-10-05 23:09:10
146,6_0,2010-10-05 23:09:39
148,1_6,2012-01-09 20:19:35
148,8_2,2012-01-10 01:14:26
148,6_0,2012-01-10 01:14:53
148,6_0,2012-01-10 01:14:53
149,1_5,2011-02-09 23:35:27
149,8_3,2011-02-10 00:16:21
149,6_0,2011-02-10 00:24:44
150,3_1,2011-05-18 16:39:41
150,1_4,2011-05-18 16:39:49
150,8_9,2011-05-18 16:41:36
150,9_4,2011-05-23 23:20:54
150,8_2,2011-05-26 15:55:33
150,6_0,2011-05-26 15:56:00
151,1_4,2010-02-10 19:25:33
151,8_1,2010-02-10 19:33:38
151,6_0,2010-02-10 19:33:49
152,1_9,2012-05-18 20:08:58
152,8_7,2012-05-24 18:00:37
152,6_0,2012-05-25 16:12:16
153,1_6,2012-07-02 15:35:06
153,8_2,2012-07-02 19:00:33
153,6_0,2012-07-02 19:01:29
155,1_8,2010-12-15 01:19:51
155,8_9,2010-12-17 19:45:21
155,9_10,2010-12-24 00:26:07
155,8_2,2011-01-18 20:15:13
155,6_0,2011-01-18 20:15:29
157,1_10,2011-05-24 15:13:23
157,8_9,2011-05-31 23:42:09
157,6_0,2011-06-06 18:19:01
158,1_6,2010-09-20 23:57:01
158,8_3,2010-09-21 15:45:37
158,6_0,2010-09-21 15:53:48
159,1_5,2011-09-21 15:12:16
159,8_9,2011-09-21 15:46:44
159,6_0,2011-09-27 21:20:30
160,1_6,2011-02-25 19:55:02
160,8_3,2011-02-25 22:26:45
160,6_0,2011-02-25 22:28:30
161,1_8,2010-08-10 15:16:09
161,8_7,2010-08-12 18:33:35
161,6_0,2010-08-13 15:24:41
162,1_8,2011-10-04 23:47:43
162,1_3,2011-10-07 21:29:10
162,6_0,2011-10-07 21:30:00
163,1_10,2010-10-15 16:27:20
163,8_1,2010-10-27 19:46:30
163,6_0,2010-10-27 19:46:36
164,1_4,2010-09-28 20:44:01
164,8_5,2010-09-28 20:46:50
164,6_0,2010-09-28 22:03:08
165,1_3,2012-01-14 01:36:23
165,6_0,2012-01-14 01:36:49
166,1_10,2010-02-11 17:48:50
166,8_1,2010-02-24 01:56:28
166,6_0,2010-02-24 01:56:36
167,1_8,2011-11-23 23:43:38
167,8_6,2011-11-25 19:12:19
167,9_4,2011-11-25 23:01:18
167,6_10,2011-11-28 18:25:00
167,6_0,2011-11-28 18:25:02
168,1_5,2012-01-09 19:01:47
168,8_3,2012-01-09 20:20:28
168,6_0,2012-01-09 20:21:29
170,1_6,2012-05-02 23:54:51
170,8_4,2012-05-03 15:51:09
170,9_8,2012-05-03 16:01:21
170,8_2,2012-05-17 15:46:38
170,9_3,2012-05-17 15:47:13
170,6_0,2012-05-18 15:18:57
171,1_7,2011-08-29 22:12:48
171,1_4,2011-08-30 17:49:49
171,8_7,2011-08-30 18:06:35
171,6_0,2011-08-31 15:34:45
172,1_9,2010-09-17 00:02:20
172,8_9,2010-09-21 22:03:12
172,6_0,2010-09-27 18:08:54
173,1_2,2010-11-15 18:15:12
173,1_7,2010-11-15 18:15:27
173,8_3,2010-11-16 21:58:01
173,6_0,2010-11-16 22:01:14
174,1_10,2011-10-24 18:22:28
174,8_7,2011-11-04 00:48:18
174,9_5,2011-11-05 01:24:35
174,6_0,2011-11-09 23:20:52
175,1_4,2010-10-05 15:46:59
175,8_2,2010-10-05 15:59:41
175,6_0,2010-10-05 16:00:18
176,1_2,2012-07-17 18:44:26
176,8_7,2012-07-17 18:44:48
176,6_0,2012-07-18 21:11:34
177,1_4,2012-01-18 17:12:04
177,8_5,2012-01-18 17:21:52
177,6_0,2012-01-18 18:42:03
178,1_1,2012-02-22 23:49:43
178,8_9,2012-02-22 23:49:52
178,6_0,2012-02-29 18:36:49
179,1_7,2012-04-11 21:30:07
179,8_6,2012-04-12 17:29:39
179,6_0,2012-04-12 20:57:39
180,1_6,2011-10-06 18:23:22
180,8_4,2011-10-06 22:07:44
180,6_0,2011-10-06 22:31:30
181,1_7,2011-09-29 17:51:55
181,6_0,2011-09-30 21:14:19
182,1_9,2010-05-20 16:31:32
182,8_3,2010-05-24 18:55:17
182,6_0,2010-05-24 18:59:57
183,3_9,2010-05-19 23:08:49
183,1_9,2010-05-20 15:53:47
183,8_3,2010-05-24 15:15:57
183,6_0,2010-05-24 15:18:09
185,1_7,2010-11-02 22:49:59
185,8_2,2010-11-03 23:06:18
185,9_8,2010-11-03 23:06:51
185,8_1,2010-11-18 18:52:12
185,6_0,2010-11-18 18:52:18
186,1_6,2012-07-13 16:20:00
186,8_4,2012-07-13 21:25:40
186,9_5,2012-07-13 21:48:10
186,6_0,2012-07-18 15:05:36
187,1_8,2010-10-25 21:14:08
187,8_3,2010-10-27 21:27:14
187,6_0,2010-10-27 21:29:30
188,1_1,2012-01-09 22:58:58
188,8_6,2012-01-09 22:59:09
188,6_0,2012-01-10 18:03:01
189,1_4,2010-02-02 22:49:13
189,1_7,2010-02-02 23:04:15
189,8_1,2010-02-03 23:27:07
189,6_0,2010-02-03 23:27:16
190,1_5,2011-02-22 00:36:25
190,8_9,2011-02-22 01:44:27
190,6_0,2011-03-03 23:26:19
194,1_8,2012-02-08 20:28:03
194,8_10,2012-02-10 19:28:30
194,6_0,2012-03-05 20:31:08
195,1_8,2010-09-21 18:53:00
195,8_8,2010-09-23 17:25:07
195,9_3,2010-09-27 18:09:43
195,8_5,2010-09-29 15:06:22
195,9_2,2010-09-29 16:04:55
195,8_1,2010-09-29 20:29:35
195,6_0,2010-09-29 20:29:47
196,1_7,2011-11-16 19:45:30
196,8_2,2011-11-17 22:31:33
196,6_0,2011-11-17 22:32:09
197,1_8,2012-06-01 16:18:57
197,8_5,2012-06-04 15:56:22
197,6_0,2012-06-04 17:46:33
197,6_0,2012-06-04 17:46:33
198,1_3,2011-04-28 21:46:15
198,8_10,2011-04-28 21:46:46
198,6_0,2011-05-09 23:43:48
199,8_6,2011-12-14 00:45:50
199,6_0,2011-12-14 19:27:28
200,1_7,2012-04-12 22:59:24
200,8_8,2012-04-13 23:07:02
200,6_0,2012-04-16 21:40:01
201,1_5,2011-08-22 15:06:31
201,8_4,2011-08-22 17:14:28
201,6_0,2011-08-22 17:31:48
203,1_5,2010-06-11 18:18:02
203,8_8,2010-06-11 20:22:40
203,6_0,2010-06-16 16:04:16
204,1_1,2011-11-01 00:30:39
204,8_7,2011-11-01 00:30:50
204,6_0,2011-11-02 22:41:11
205,1_8,2010-12-07 20:10:52
205,8_10,2010-12-09 20:19:43
205,9_3,2010-12-20 23:24:30
205,8_5,2010-12-21 22:36:16
205,6_0,2010-12-21 23:31:29
206,1_4,2011-03-04 19:26:28
206,8_5,2011-03-04 19:29:32
206,9_6,2011-03-04 20:32:51
206,8_1,2011-03-11 20:48:16
206,6_0,2011-03-11 20:48:28
207,1_8,2011-06-21 21:40:37
207,8_10,2011-06-23 21:54:10
207,6_0,2011-07-11 15:42:06
208,1_5,2010-10-12 18:50:55
208,8_5,2010-10-12 20:58:07
208,6_0,2010-10-12 23:05:33
209,1_2,2012-01-11 19:39:43
209,8_3,2012-01-11 19:40:06
209,6_0,2012-01-11 19:41:58
211,1_7,2012-08-02 18:02:57
211,6_0,2012-08-03 20:56:13
212,1_1,2012-05-14 20:39:34
212,8_5,2012-05-14 20:39:41
212,6_0,2012-05-14 21:28:38
213,1_10,2011-07-19 18:43:29
213,6_0,2011-07-27 16:19:08
214,1_5,2011-01-26 17:16:35
214,1_3,2011-01-26 17:57:02
214,8_7,2011-01-26 17:57:35
214,6_0,2011-01-27 17:24:33
215,1_10,2010-04-15 15:13:46
215,8_1,2010-04-27 22:30:12
215,6_0,2010-04-27 22:30:18
216,1_2,2010-03-24 20:14:07
216,1_1,2010-03-24 20:14:29
216,8_1,2010-03-24 20:14:37
216,6_0,2010-03-24 20:14:41
217,1_3,2011-03-04 18:34:36
217,8_8,2011-03-04 18:35:05
217,6_0,2011-03-09 00:20:32
218,1_4,2011-03-26 01:16:00
218,8_4,2011-03-26 01:17:36
218,6_10,2011-03-26 01:31:47
218,8_8,2011-03-28 17:02:16
218,9_7,2011-03-31 23:35:15
218,8_4,2011-04-08 20:49:14
218,6_0,2011-04-08 21:01:12
219,8_4,2011-11-11 19:10:51
219,9_5,2011-11-11 19:52:25
219,8_3,2011-11-15 17:46:26
219,6_10,2011-11-15 17:47:32
219,6_0,2011-11-15 17:47:33
220,1_8,2011-07-25 19:03:37
220,8_9,2011-07-28 21:41:04
220,9_2,2011-08-04 17:47:48
220,6_0,2011-08-04 21:25:57
221,1_8,2011-11-23 19:46:01
221,8_8,2011-11-26 00:11:06
221,6_0,2011-11-28 20:46:18
222,1_3,2012-02-01 20:34:03
222,6_0,2012-02-01 20:35:16
223,1_7,2012-03-15 22:28:02
223,8_6,2012-03-16 20:30:26
223,6_10,2012-03-17 00:29:01
223,6_0,2012-03-17 00:29:02
224,1_2,2012-05-28 22:20:59
224,8_4,2012-05-28 22:21:21
224,9_2,2012-05-28 22:41:06
224,6_0,2012-05-29 16:06:03
225,1_7,2011-07-21 21:48:19
225,6_0,2011-07-22 21:05:46
226,1_2,2011-04-12 00:01:34
226,8_7,2011-04-12 00:01:52
226,6_0,2011-04-13 18:20:49
227,1_2,2011-05-17 17:14:34
227,8_8,2011-05-17 17:14:52
227,6_0,2011-05-20 20:41:53
228,1_6,2010-09-22 23:39:16
228,8_2,2010-09-23 16:37:42
228,6_0,2010-09-23 16:38:14
229,1_5,2011-11-23 18:44:28
229,6_0,2011-11-23 20:21:30
231,1_7,2010-10-19 22:08:14
231,1_2,2010-10-21 00:03:58
231,8_6,2010-10-21 00:04:16
231,6_0,2010-10-21 16:26:29
234,1_9,2010-06-23 23:57:59
234,1_10,2010-06-28 20:12:55
234,8_2,2010-07-07 18:10:15
234,6_0,2010-07-07 18:10:30
236,1_10,2011-01-19 19:08:18
236,8_8,2011-02-05 01:33:09
236,6_0,2011-02-07 19:48:08
238,1_8,2010-07-23 22:27:40
238,8_2,2010-07-27 15:36:36
238,6_0,2010-07-27 15:37:32
239,1_6,2011-07-14 21:26:36
239,8_10,2011-07-14 23:50:15
239,6_0,2011-08-03 16:14:00
240,1_9,2011-07-27 23:30:16
240,8_9,2011-08-02 23:54:16
240,6_0,2011-08-10 20:43:40
241,1_6,2012-05-17 23:53:08
241,8_8,2012-05-18 14:58:20
241,6_0,2012-05-21 16:27:17
242,1_10,2012-08-02 17:26:04
242,8_3,2012-08-22 22:24:49
242,6_0,2012-08-22 22:28:26
243,1_4,2012-06-20 22:41:25
243,8_2,2012-06-20 22:44:02
243,6_0,2012-06-20 22:44:33
244,1_5,2010-11-25 02:02:59
244,8_1,2010-11-25 02:21:52
244,6_0,2010-11-25 02:22:00
245,1_7,2010-04-28 23:21:11
245,8_8,2010-04-29 18:15:16
245,6_0,2010-05-03 20:56:35
246,1_9,2010-10-27 23:21:46
246,1_1,2010-11-02 23:57:09
246,8_1,2010-11-02 23:57:16
246,6_0,2010-11-02 23:57:22
247,3_5,2012-08-10 14:59:37
247,8_4,2012-08-10 15:02:47
247,6_0,2012-08-10 15:18:58
248,1_7,2011-11-08 22:32:15
248,6_10,2011-11-09 17:39:45
248,6_0,2011-11-09 17:39:46
249,1_3,2011-04-20 15:34:05
249,8_9,2011-04-20 15:35:25
249,6_0,2011-04-27 17:53:20
250,1_2,2011-02-23 02:06:59
250,8_9,2011-02-23 02:07:16
250,6_0,2011-02-28 19:43:36
251,1_9,2012-06-26 22:50:34
251,8_8,2012-07-03 15:44:06
251,6_0,2012-07-06 16:50:50
252,1_2,2011-01-19 23:55:14
252,8_7,2011-01-19 23:55:35
252,6_10,2011-01-21 00:21:38
252,8_10,2011-01-24 22:38:44
252,6_0,2011-02-28 18:40:26
254,1_9,2010-11-23 18:55:28
254,8_3,2010-11-30 23:09:41
254,6_0,2010-11-30 23:10:42
255,1_6,2012-03-06 17:24:19
255,8_4,2012-03-06 22:39:56
255,6_0,2012-03-06 23:07:30
256,1_10,2011-01-12 01:41:38
256,8_2,2011-01-27 19:59:56
256,6_0,2011-01-27 20:00:26
257,1_10,2011-01-28 20:42:47
257,8_1,2011-02-09 22:50:46
257,6_0,2011-02-09 22:50:56
258,1_5,2010-12-02 18:21:12
258,8_2,2010-12-02 19:16:17
258,9_5,2010-12-02 19:16:35
258,8_1,2010-12-07 01:45:40
258,6_0,2010-12-07 01:45:48
259,1_7,2010-03-23 17:10:15
259,1_2,2010-03-24 17:39:07
259,8_10,2010-03-24 17:39:20
259,6_0,2010-05-06 15:36:35
260,1_4,2010-10-18 21:15:06
260,1_7,2010-10-18 21:29:40
260,8_10,2010-10-19 18:17:06
260,6_0,2010-11-15 22:47:26
261,1_2,2012-07-30 18:55:26
261,8_5,2012-07-30 18:55:48
261,6_0,2012-07-30 21:14:37
263,1_6,2011-12-29 01:51:52
263,8_7,2011-12-29 19:16:43
263,6_0,2011-12-30 17:01:38
264,1_8,2011-03-09 22:27:13
264,8_4,2011-03-11 17:05:59
264,6_0,2011-03-11 17:22:38
266,1_8,2012-06-18 18:49:00
266,6_10,2012-06-20 15:11:19
